row_id,learner_group_id,sign_group_id,split,category_code,prompt_language,selection_strategy,selection_reason,anchor_outcome,anchor_correct,anchor_was_skipped,anchor_quality_score,anchor_quality_band,response_time_ms,retry_count,hint_count,sign_difficulty,was_due,days_overdue,selection_priority,pre_mastery_score,post_mastery_score,pre_total_reviews,pre_successful_reviews,pre_failure_count,pre_average_quality_score,pre_average_response_time_ms,hours_since_previous_review,pre_ease_factor,post_ease_factor,pre_interval_days,post_interval_days,pre_repetition_count,post_repetition_count,pre_lapse_count,post_lapse_count,scheduled_delay_hours,learner_prior_attempts,learner_prior_accuracy,learner_prior_average_quality,future_recall_success
7ec61af2dca0b2f1943b7661e832a2bf9494fe62c6d87bf7113035a8462c3dbf,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,test,NUMBERS,english,adaptive,new_direction,correct,1,0,5.0,5,7224,0,0,4,1,0.0,79.71,0.1107,0.5109,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,0,0.0,0.0,1
08bc594e5e76da441788202efb52c17e23b0819544847712033100b9cadfeda6,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,1722e7baa1e207600088d91aa4cd88a660faadc52ca19591aa6d56fa6e4195af,test,DAILY_LIFE,english,adaptive,new_direction,incorrect,0,0,1.0,1,5972,1,0,1,1,0.0,78.02,0.0767,0.1322,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,2,1.0,5.0,1
1d1d9986a3495f92f652f363b67ce374514292787a7af46688351d5f7cd7a3a0,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,78b752dc7ca5a068ed5e2c77d191b8e7e40be2904c325975f9297a25c36749e7,test,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,5.0,5,5651,0,0,3,1,0.0,82.96,0.0867,0.4977,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,4,0.75,3.6875,0
44caef7684fe6b6b5e4c81b1b790d064ecb6b7ec96cebc3c296cd6e3aeec1c6e,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,1130fc6f64629b4e91512f844213a9eea0f400113e8cfc23afb401698ee4d9d2,test,SCHOOL_VOCABULARY,english,adaptive,new_direction,correct,1,0,5.0,5,4587,0,0,2,1,0.0,79.67,0.0929,0.5011,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,6,0.666667,3.458333,1
8bf9b2e9ea9a72bf6431cd592dd1e01f089166f2a7ba51caa1e784cac98dd116,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,10015f2c4c01d43f3c2a0226d53cc4881a98e37b1887e45f04497e1b21c5f4ff,test,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,4.25,4,7113,1,0,2,1,0.0,80.93,0.0539,0.4121,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,8,0.75,3.84375,1
03d4dbeb703f12e5e93e83ebef0a7bc42d726218578c78fa3b62199165550381,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,cbf3c5348b55a81dd056abc138035ba18a1aa52e4c081ece8c5630c88db10be2,test,SCHOOL_VOCABULARY,english,due_only,new_direction,correct,1,0,5.0,5,8761,0,0,5,1,0.0,81.53,0.0117,0.4564,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,10,0.8,4.0,1
91986f11f25557e08f087af4d4ac5ab65b6cdc26fb1b879ae85eccd54e03fb71,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,e5f0f8ee9588c53c8574310d3122aedafdb64a73b58a541fc421809de5cfee39,test,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,4.5,5,6181,0,1,2,1,0.0,78.15,0.009,0.41,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,12,0.833333,4.104167,1
c02c813b317dbc198bc08f3bff1107ecae12785a79b3496214b69ff5c79361d2,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,6ca9b77348499332b247786d17ffbe2184837c0ca420040252abbd7a7130dc5d,test,GREETINGS,english,random_control,new_direction,incorrect,0,0,1.0,1,8907,1,0,5,1,0.0,2.53,0.0876,0.1382,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,14,0.857143,4.196429,0
9acbf568b755fe49467b6ba2dce14e65308c6c59b4ec2aa3770d7b4059ac384b,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,56e441077b6f4e3d9151e19cf87c4af303ba8e755e6cf372a903aa389abe1585,test,EMOTIONS,english,adaptive,new_direction,correct,1,0,3.5,4,9245,2,0,3,1,0.0,86.19,0.0358,0.3347,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,16,0.75,3.796875,1
a75565e04e4d31805bbde997c514132fc9944fdce663cc2a3b1ce1d35bb7f927,c09f15dd73107fccfe3cdd7d5050305a7280040fc8ad2d0af47d9a0b24bcbfe1,6ca9b77348499332b247786d17ffbe2184837c0ca420040252abbd7a7130dc5d,test,GREETINGS,english,adaptive,overdue,incorrect,0,0,1.0,1,9633,1,0,5,1,3.7,68.88,0.166,0.1813,2,0,2,1.0,8588.5,112.7366,1.42,1.3,1,1,0,0,2,3,24.0,18,0.777778,3.847222,0
85e6092855c9c4dc9edbd03eff1421d2bd794a54a02d28248e8debddca685b7a,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,f6a78250105ee06cc6c4131e3e06ab4d09af17583c3a9f3c8cf4f9db819a136a,train,EMOTIONS,english,adaptive,new_direction,incorrect,0,0,1.0,1,12231,2,0,4,1,0.0,84.73,0.0788,0.1333,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,0,0.0,0.0,0
ebc0643f6308269a087a65291ea85167f7067894c408151aed53e49178552a8e,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,831b32752742b1344cedb6a195529d4839a26cf7ae81b1d0266a8a5f1b0f8037,train,NUMBERS,english,random_control,new_direction,correct,1,0,4.5,5,11201,0,1,5,1,0.0,7.91,0.0501,0.4326,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,2,0.0,1.0,0
9758e8ec69aeaa5c01de9df9bbde27a4f0dad80fac0fe31b04c00d741b423169,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,e571a4e7e3fa4de651fef6cb6bfddc05705dd29ed5dd94156cec07bf1647e42a,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,incorrect,0,0,1.0,1,7943,2,0,1,1,0.0,78.69,0.0702,0.1286,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.25,1.875,0
5ca97f86ca567b1cc11a14f5def53715161e0c7aefd5890b52b6735ede93fe78,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,b907568662bf6ca001668aae59923eef7b0686da1be7d16ec09c5e8bd7d054c7,train,GREETINGS,english,due_only,new_direction,correct,1,0,4.0,4,8005,1,0,2,1,0.0,82.88,0.0079,0.3643,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,6,0.166667,1.583333,1
7a54409a7380398b9d543150d78a24adeae1654db287f39c6a3fb2a64b760e99,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,f844452b10ac23555bb7b294b267a7b2f163710f18c5752db8dee7dae75a2007,train,EMOTIONS,english,adaptive,new_direction,correct,1,0,5.0,5,8540,0,0,4,1,0.0,82.89,0.0714,0.4893,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,8,0.375,2.3125,1
01f35853ace5ef7d30befef05368d46b0f39fab4627aacf01998a648b91271cb,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,cbf3c5348b55a81dd056abc138035ba18a1aa52e4c081ece8c5630c88db10be2,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,incorrect,0,0,1.0,1,15100,2,0,5,1,0.0,86.71,0.0003,0.0902,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,10,0.5,2.85,0
41b1b1fdd9e8f43cdf02a0f1e09e5bc60cf57d4c438d63924d83322e5badb64a,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,36edca710081463ca0a914ab00ea8404c325c84aabfb0f6c164626a53dd1d2dc,train,NUMBERS,english,adaptive,new_direction,incorrect,0,0,1.0,1,12143,2,1,3,1,0.0,81.65,0.113,0.1522,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,12,0.416667,2.541667,0
77cbad22ba44421fae77e6892eaa22658573b6405dac8f3c7c404ac6e2d0139b,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,25ed9e61a207d437ad5df788d4fec852755eb1997c68ed6e2194ffe85056022e,train,DAILY_LIFE,english,due_only,new_direction,incorrect,0,0,1.0,1,11892,1,0,5,1,0.0,84.36,0.0759,0.1317,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,14,0.357143,2.321429,1
ea249e442c538f50d033c3ad6372254c81889f9ff11156381dbec06aa1f957b4,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,831b32752742b1344cedb6a195529d4839a26cf7ae81b1d0266a8a5f1b0f8037,train,NUMBERS,english,adaptive,overdue,skipped,0,1,0.0,0,5691.0,0,0,5,1,15.9,73.75,0.3279,0.1803,2,1,1,2.75,12178.0,405.5118,2.06,1.3,1,1,0,0,1,2,24.0,16,0.375,2.40625,0
cd47894c9ea68fecf39902a06840e83fd5791553ee0c3b59a9b25e5d9dae18ab,b7ce7a01b722a5474dffde339ea7360a8c28eff5c4ef5a8da19b1fed1c60a1b2,de771f3d4a94a21db9a24da5fe49a661898fd3b882313be14075805ebfb709fa,train,GREETINGS,english,adaptive,new_direction,incorrect,0,0,1.0,1,10512,2,0,3,1,0.0,78.64,0.0716,0.1294,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,18,0.333333,2.194444,1
561dfcdb75ebf6fd3e098a10e1243d773b612bd9da7845c32b4a15efa6899d7e,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,1722e7baa1e207600088d91aa4cd88a660faadc52ca19591aa6d56fa6e4195af,train,DAILY_LIFE,english,due_only,new_direction,correct,1,0,5.0,5,4773,0,0,1,1,0.0,80.92,0.0254,0.464,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,0,0.0,0.0,1
3bfe4135bfbf8ac8921d883da3757b6ee1edacadbe94a79456d47eaa5f68fd1e,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,25ed9e61a207d437ad5df788d4fec852755eb1997c68ed6e2194ffe85056022e,train,DAILY_LIFE,english,due_only,new_direction,incorrect,0,0,1.0,1,14440,2,0,5,1,0.0,86.96,0.042,0.1131,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,2,1.0,4.25,1
9f2c1eec243545e6dec929a0745b364427c49486a29a8a6fd22ead2728b196bf,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,train,NUMBERS,english,due_only,new_direction,incorrect,0,0,1.0,1,11826,1,0,4,1,0.0,82.72,0.0832,0.1358,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.75,3.625,0
d814c2395ede48afdb387e6bee10bff8dae21e07004271942bc77d3af3f869bc,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,40f79f3fa9f938b258f0edc45c0351d74670e8bd1b1ffcbfcf20f4f511feafb9,train,NUMBERS,english,adaptive,new_direction,incorrect,0,0,1.0,1,9385,2,0,2,1,0.0,79.02,0.0412,0.1127,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,6,0.5,2.75,1
d9fd2ee56adba24d266affd5dd7b3135809dcbb082786cd4a1fc1ce8eefdd3c0,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,25ed9e61a207d437ad5df788d4fec852755eb1997c68ed6e2194ffe85056022e,train,DAILY_LIFE,english,adaptive,overdue,correct,1,0,4.0,4,12968,1,0,5,1,6.85,66.98,0.5122,0.6417,2,1,1,3.0,12536.5,188.2994,2.06,2.06,1,5,1,2,1,1,120.0,8,0.5,2.8125,1
cea70c637828ddd55405c67cdc311f20c390f5e822b5bcb3276c9e48de86d23a,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,28f5c82001f9e865c652d32b6958b048cc02f6c902a0a366c0578fc7d80a1abf,train,NUMBERS,english,adaptive,new_direction,incorrect,0,0,1.0,1,12078,2,1,3,1,0.0,86.24,0.0249,0.1037,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,10,0.6,3.15,1
ef50f4d9d030c7b5e201b05cdab7cfe195ac63039f277bdac8cab1e3d2774425,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,train,NUMBERS,english,adaptive,overdue,correct,1,0,5.0,5,7822,0,0,4,1,13.64,76.44,0.1647,0.5406,2,0,2,1.0,12544.5,351.4535,1.42,1.52,1,1,0,1,2,2,24.0,12,0.583333,3.125,1
274908e11353b10719a5aa251ee346251e22b9753f2f338d18a2b5e47e899a85,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,f6a78250105ee06cc6c4131e3e06ab4d09af17583c3a9f3c8cf4f9db819a136a,train,EMOTIONS,english,adaptive,new_direction,correct,1,0,4.5,5,10403,0,1,4,1,0.0,83.67,0.1038,0.4621,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,14,0.642857,3.392857,1
c3f4a608e66bd9899af8daa07cda9bb240518c5c9b5ccca3e8ba8c65eae694e9,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,659bbbcce07eea8f3abce77a2946c2adcf621f49ddb52e63141ad1dd496d792f,train,GREETINGS,english,adaptive,new_direction,incorrect,0,0,1.0,1,6140,1,0,1,1,0.0,77.3,0.0437,0.114,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,16,0.6875,3.46875,0
42679a33cb4c533bea6a9e8390c93ceb789536c2a5d2d41e94d0cc1a4d3c18f1,e21339b3e48d3447b0f6919e422db1a885719f64f3cffc24a97fa0a1036ffa9c,d3ab9845d5d672cedadf58ae1516955047a0d05ceafdb1b28cdcadf60e9c4ba5,train,DAILY_LIFE,english,adaptive,new_direction,incorrect,0,0,1.0,1,12773,2,0,4,1,0.0,87.44,0.0092,0.0951,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,18,0.611111,3.194444,0
91e99d4b1ef597ca1638ccc0c97f43ba676eba41d576e71f195f0f1d6d2c75e9,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,cbf3c5348b55a81dd056abc138035ba18a1aa52e4c081ece8c5630c88db10be2,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,correct,1,0,5.0,5,9791,0,0,5,1,0.0,78.95,0.0041,0.4523,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,0,0.0,0.0,1
1bf56fe0fdd68c62c1650c186371a0883e6ae2b166ac81f583d46fb1279b3e47,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,10015f2c4c01d43f3c2a0226d53cc4881a98e37b1887e45f04497e1b21c5f4ff,train,DAILY_LIFE,english,random_control,new_direction,correct,1,0,5.0,5,5613,0,0,2,1,0.0,13.52,0.077,0.4924,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,2,1.0,4.25,1
5bb441e3c3d873530df818bca03f1444ccd7102bb0e27369b42c6adbeb3aa339,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,35b6314701e208c68a6b274586061d8d54b2a2c6d661d49f9a9bfe51e1339031,train,EMOTIONS,english,random_control,new_direction,incorrect,0,0,1.0,1,12769,1,0,5,1,0.0,1.55,0.085,0.1368,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,1.0,4.625,1
7f3169e56c8ddac3431d19e19b6b59167a60cc52fccde675fab5949a56d7e92f,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,9657919572610c44e90ae7341f36811fc8acf035db431775883cfe85a60a23c0,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,correct,1,0,4.25,4,8014,1,0,3,1,0.0,79.86,0.078,0.4254,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,6,0.833333,3.875,1
a422f42dd15f5bfb792e6b951c1aeb65444e51fb1a87399e664797a1e3a6807d,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,40f79f3fa9f938b258f0edc45c0351d74670e8bd1b1ffcbfcf20f4f511feafb9,train,NUMBERS,english,adaptive,new_direction,skipped,0,1,0.0,0,5945.0,0,0,2,1,0.0,75.8,0.0856,0.0471,0,0,0,0.0,,,2.5,1.7,0,1,0,0,0,1,24.0,8,0.875,4.0625,1
dfa233c958d6d56b4f413a20784e776b5ab6c2b5a6511bd4f1da03527daa33ed,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,e5f0f8ee9588c53c8574310d3122aedafdb64a73b58a541fc421809de5cfee39,train,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,3.25,3,9773,2,0,2,1,0.0,85.13,0.0008,0.2929,0,0,0,0.0,,,2.5,2.36,0,1,0,1,0,0,24.0,10,0.8,3.75,1
0fdca297cfa5b80ee6537640ba7b32e2005da42f7cd0489730f25a26c9ce8d5a,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,f844452b10ac23555bb7b294b267a7b2f163710f18c5752db8dee7dae75a2007,train,EMOTIONS,english,adaptive,new_direction,correct,1,0,4.25,4,9932,1,0,4,1,0.0,80.05,0.0266,0.3971,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,12,0.833333,3.8125,1
e3ffd13f406ddb2be88b248ddef3f4ec94a6d7daa9c44a4f5069b036b56ad17f,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,36edca710081463ca0a914ab00ea8404c325c84aabfb0f6c164626a53dd1d2dc,train,NUMBERS,english,adaptive,new_direction,correct,1,0,4.25,4,7367,1,0,3,1,0.0,83.19,0.0074,0.3866,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,14,0.857143,3.928571,0
0fe19f4c1fa8a50aa26064198ea9f2cf695e296516767d41938c468901f195cc,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,8a0759c04c4ed4a05541c2af6c5dbdacfc062678f5aa53521e8682b0760e18d9,train,GREETINGS,english,adaptive,new_direction,correct,1,0,5.0,5,9162,0,0,4,1,0.0,82.56,0.0788,0.4933,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,16,0.8125,3.765625,0
566fe4b9846d0a74121a5813b384814744b66f969e5b59e8ee039047bb887d21,ce2e8057b5616de69b86ff098dbe86967c2114220a03d3abe4c8dc802fa32ca5,703eebd4a4dbbbaf13cade8763e984d8083555fd3bd0eff5dd860de7505f81e0,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,correct,1,0,4.0,4,6871,1,0,1,1,0.0,76.26,0.0659,0.3962,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,18,0.777778,3.680556,1
b0cf16674f2f44577d77d895db1b6d3f0ef92f2e68d9d4c2da503694afef75be,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,faa6364074005ad3253a24e159c597123c8145442468a04250540401d256303c,train,NUMBERS,english,due_only,new_direction,incorrect,0,0,1.0,1,8453,1,1,1,1,0.0,76.96,0.1163,0.154,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,0,0.0,0.0,1
31080d45aef8194df83c3d6d5f4823dc08314baedda0bbbaf638a0a3bcf76124,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,cbf3c5348b55a81dd056abc138035ba18a1aa52e4c081ece8c5630c88db10be2,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,correct,1,0,5.0,5,10647,0,0,5,1,0.0,84.16,0.0564,0.481,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,2,0.5,3.0,0
6ae2269f35fb0a5895c2c523da670e9af84cffd2910412cc30ccd74b113ca76c,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,de771f3d4a94a21db9a24da5fe49a661898fd3b882313be14075805ebfb709fa,train,GREETINGS,english,adaptive,new_direction,incorrect,0,0,1.0,1,9137,1,0,3,1,0.0,84.05,0.0765,0.1321,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.5,3.0,1
f0c52eaa14d63546230665f3781ffee409e11386a130bd742fbabb078c4bf847,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,de771f3d4a94a21db9a24da5fe49a661898fd3b882313be14075805ebfb709fa,train,GREETINGS,english,due_only,due_today,incorrect,0,0,1.0,1,8826,1,0,3,1,0.96,45.65,0.5227,0.3775,2,1,1,3.0,9059.5,46.9979,2.06,1.52,1,1,1,0,1,2,24.0,6,0.5,3.0,0
1e02d0b841233be32adc7a50532af983fb73021336c2a1da4ab5c383297c0140,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,703eebd4a4dbbbaf13cade8763e984d8083555fd3bd0eff5dd860de7505f81e0,train,SCHOOL_VOCABULARY,english,due_only,new_direction,correct,1,0,4.75,5,7277,0,0,1,1,0.0,82.04,0.05,0.455,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,8,0.375,2.5,1
540badd143d2f69bb478d8d92b23520cb85ae3663a3de457aaf6c14e95482fb1,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,f6a78250105ee06cc6c4131e3e06ab4d09af17583c3a9f3c8cf4f9db819a136a,train,EMOTIONS,english,adaptive,new_direction,incorrect,0,0,1.0,1,9799,1,0,4,1,0.0,83.21,0.037,0.1104,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,10,0.5,2.95,0
59e2171e416f717a06d65df8383aa25a9082ae370e42356a2b5c33a07e5c4f37,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,25ed9e61a207d437ad5df788d4fec852755eb1997c68ed6e2194ffe85056022e,train,DAILY_LIFE,english,adaptive,new_direction,incorrect,0,0,1.0,1,12086,1,1,5,1,0.0,75.13,0.0833,0.1358,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,12,0.416667,2.625,1
45964fe82faec3d1c13aa75628fd05042776c2abdb8323b3d5e658d89f83ead9,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,e571a4e7e3fa4de651fef6cb6bfddc05705dd29ed5dd94156cec07bf1647e42a,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,incorrect,0,0,1.0,1,8049,2,0,1,1,0.0,77.84,0.0602,0.1231,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,14,0.428571,2.678571,0
877a7ab06dfeca4695c8264db0fe704b697905497be03a3a5a311acff64711b3,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,f6a78250105ee06cc6c4131e3e06ab4d09af17583c3a9f3c8cf4f9db819a136a,train,EMOTIONS,english,adaptive,overdue,incorrect,0,0,1.0,1,11551,2,0,4,1,6.52,76.31,0.1507,0.1729,2,0,2,1.0,9994.0,180.3928,1.42,1.3,1,1,0,0,2,3,24.0,16,0.375,2.46875,0
1711c1b2d2cf089ed72065076158784538acbe1467643dfb544ae12edf00244a,64be85d75f38c93b41dda5602aa6f4e68868715334729d03fab62f456ab35ffa,faa6364074005ad3253a24e159c597123c8145442468a04250540401d256303c,train,NUMBERS,english,due_only,overdue,correct,1,0,5.0,5,4690,0,0,1,1,26.35,62.76,0.5347,0.7441,2,1,1,3.0,6849.5,656.3351,2.06,2.16,1,8,1,2,1,1,192.0,18,0.333333,2.305556,0
2c20cd33e1e36e36d62d136d062100df2941d1e35deecdd930062f658a3b1fb6,05819b1215747597bfbba7b19ceb469d55062013f3a140440e6c54df6379ace3,6ca9b77348499332b247786d17ffbe2184837c0ca420040252abbd7a7130dc5d,train,GREETINGS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,12061,1,0,5,1,0.0,85.88,0.1016,0.1459,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,0,0.0,0.0,0
528d848944d0e1f9f6b7cf97286f4b8b048c494d7047d41a9d5c28379c21dcfc,05819b1215747597bfbba7b19ceb469d55062013f3a140440e6c54df6379ace3,659bbbcce07eea8f3abce77a2946c2adcf621f49ddb52e63141ad1dd496d792f,train,GREETINGS,sinhala,adaptive,new_direction,correct,1,0,5.0,5,5676,0,0,1,1,0.0,75.0,0.1014,0.5058,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,2,0.0,1.0,1
e7c73d34681f62f3587045734af6a63f73883348cb885e51b852e36b37ad4847,05819b1215747597bfbba7b19ceb469d55062013f3a140440e6c54df6379ace3,de771f3d4a94a21db9a24da5fe49a661898fd3b882313be14075805ebfb709fa,train,GREETINGS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,9835,2,0,3,1,0.0,78.76,0.0547,0.1201,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.5,3.0,0
5e09dea0b01c8455dc4eff84d9b669acff4f45f21b9c02122493711323d17738,05819b1215747597bfbba7b19ceb469d55062013f3a140440e6c54df6379ace3,78b752dc7ca5a068ed5e2c77d191b8e7e40be2904c325975f9297a25c36749e7,train,DAILY_LIFE,sinhala,adaptive,new_direction,correct,1,0,4.5,5,8266,0,1,3,1,0.0,86.38,0.0437,0.429,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,6,0.333333,2.333333,0
18a2537f29c187b49af35f9e576a0a534103edcd039105f08bcf0e361b895171,05819b1215747597bfbba7b19ceb469d55062013f3a140440e6c54df6379ace3,e571a4e7e3fa4de651fef6cb6bfddc05705dd29ed5dd94156cec07bf1647e42a,train,SCHOOL_VOCABULARY,sinhala,due_only,new_direction,incorrect,0,0,1.0,1,6236,2,0,1,1,0.0,75.74,0.064,0.1252,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,8,0.375,2.4375,1
